restaurant_name,restaurant_id,review_rating,review_text
Via Maestra 42,54oLdsGU9B8HxFTqCCqV-A,5,"Upside: delicious food and quaint atmosphere.

Downside: you have to walk around to side outside of restaurant and through the kitchen to get to the..."
Via Maestra 42,54oLdsGU9B8HxFTqCCqV-A,5,"The cutest little hidden gem.
One of my favorite lunch/dinner spots with authentic Italian food.
The service is always fast & amazing, but the food is..."
Corazon Cocina,f3eve2cxUIzyanWnHdMtFQ,5,"Outstanding creative unique flavors beyond any others I have experienced in Santa Barbara & Montecito!
Service is caring, friendly and fine.
Ambiance is..."
Corazon Cocina,f3eve2cxUIzyanWnHdMtFQ,5,Awesome tacos with excellent meat to (homemade?) tortilla ratio. We had three tacos each plus a watermelon ceviche main dish and it was more than enough...
Corazon Cocina,f3eve2cxUIzyanWnHdMtFQ,5,"I took a 2-hour one way train ride to have a solo lunch at Corazon Cocina, at the Public Market in Santa Barbara.  This eatery is the crown jewel of this..."
Padaro Beach Grill,1FURjeGJi_LBXcJQg8eskw,5,Amazing eating area!!! Clearly the draw of this place but the food is great as well. Found online but my brother-in -law also gave high marks so we had to...
Padaro Beach Grill,1FURjeGJi_LBXcJQg8eskw,4,"Cute and mellow spot for a lunch date. It's a casual restaurant where you place an order at the counter, grab your buzzer, then find a table. The outdoor..."
Padaro Beach Grill,1FURjeGJi_LBXcJQg8eskw,5,"Wow! Was a cool experience!! 

Wonderful Beach Grill, with amazing views, family friendly, and comfortable environment! 

They offer the classic beachy..."
Opal Restaurant & Bar,CoZ2mpsMBP8HUG1ymKoZTg,5,We ate here for dinner and sat outside. They turned on the heater which was great. I was able to take my jacket off and enjoy the cool evening with the...
Opal Restaurant & Bar,CoZ2mpsMBP8HUG1ymKoZTg,3,"Honestly would give them a 3.5 if I could. 

The food is okay, but not amazing. Nothing was terrible either, just not worthy of raving about. 

Service was..."
Opal Restaurant & Bar,CoZ2mpsMBP8HUG1ymKoZTg,5,We had an incredible dinner here on Friday night -- aka night #1 of our recent Santa Barbara race-cation. We were in town with friends for the SB Half...
Yoichi's,syuKX2pH3JJhOOppzNI6SA,5,"築石料理 Kaiseki Eight course for $150
Service was great, portion sizes were decent, and the pacing of the courses was perfect. 

前英zensai (Assorted..."
Yoichi's,syuKX2pH3JJhOOppzNI6SA,5,"I have had Yoichi's on my radar for a few years and finally went for dinner last weekend.  It is STUNNING!

I've been to Japan and live in LA where we have..."
Yoichi's,syuKX2pH3JJhOOppzNI6SA,5,"I had the pleasure of experiencing a traditional omakase tasting at Yoichis for my birthday over the weekend, and it was an absolute delight from start to..."
Flor De Maiz,0ac5lGA_0wdKDnib3y59Xg,5,This place is a must for any visit to Santa Barbara!  We stopped in for an early happy hour bite and beer.  The views across Cabrillo towards the wharf are...
Flor De Maiz,0ac5lGA_0wdKDnib3y59Xg,5,"Although I have a tremendous affinity for the tiniest of mom and pop hole in the wall places, the beauty of Flor De Maiz is not lost on me. 
     Right..."
Flor De Maiz,0ac5lGA_0wdKDnib3y59Xg,5,"Nice spot for elevated Mexican fare that includes a menu that has ceviche, vegetarian, meats and seafood options. I think this place would appeal to anyone..."
Apna Indian Kitchen,-I7M6l0h46VdiN09Y1NUZw,5,"Authentic, delicious, great service and fairly priced. I felt the food was fresh, tasty and we even ordered more after we got our initial order because it..."
Apna Indian Kitchen,-I7M6l0h46VdiN09Y1NUZw,5,"We went out for dinner on Saturday night, restaurant was packed. It's run by family members and they seem to really care about every customer who goes to..."
Apna Indian Kitchen,-I7M6l0h46VdiN09Y1NUZw,5,"We initially were going to go to another Indian spot next door that kept being mentioned in all the Santa Barbara weekend guides, but they were closed...."
The Palace Grill,edJoBsse6nsF0BYh6pATAg,5,Love the food and the the folks that work their. Only dined once and Mondo made me feel like family. Nice touch with the staff giving cheers to each and...
The Palace Grill,edJoBsse6nsF0BYh6pATAg,4,"I had this place on my list for my brief visit to SB. We walked over for lunch (a late one) and stuck to one dish each to save room for dinner.

I ordered..."
The Palace Grill,edJoBsse6nsF0BYh6pATAg,4,"What an awesome experience!! I highly recommend this restaurant, no questions asked!

The staff all were attentive and we came at the right time to sing..."
Kool Runninz SB,-n55_ACmCNaSSGtU85Ng3g,5,"Kool Runniz is a pop up food service that can be found in local businesses in the Santa Barbara area.
They do catering and aswell.

I got excited upon..."
Kool Runninz SB,-n55_ACmCNaSSGtU85Ng3g,5,"A culinary triumph! Familiar with genuine Caribbean flavors, this pop-up stood out remarkably. The blend of traditional Caribbean flavors with hints of..."
Kool Runninz SB,-n55_ACmCNaSSGtU85Ng3g,5,"Delicious!!! I got the pork jerk sandwich. 
Jamaican style sandwiches. 
Check it out!!"
Shoreline Beach Cafe,Un-UDVOuv1co3TMmGaumxA,4,"Casual beach cafe , right on the sand. Location hard to beat . 
Pleasantly surprised by the flavorful seafood burrito , you just never know until you cut..."
Shoreline Beach Cafe,Un-UDVOuv1co3TMmGaumxA,4,"Good food options right from seafood to meat to vegan
Service is good, the staff is warm welcoming
I loved the ambience specially they have outside sand..."
Shoreline Beach Cafe,Un-UDVOuv1co3TMmGaumxA,2,"Typical beach cafe. Wasn't busy when we came however there was a wait to dine on the sand, we were told it would be a long wait so we sat on the beach with..."
Chad's,FEBwxZMEpxRwVXx9Fm0XZw,4,Chad's is such a cool breakfast spot with a 1950s vibe! The views are fantastic and you have such a wonderful breeze since you're right by the water. The...
Chad's,FEBwxZMEpxRwVXx9Fm0XZw,2,Not recommend. Bloody Mary devoid of alcohol. Corned Beef hash and eggs good. But toast cold and no jam supplied or offered. Wife's Turkey sandwich absurdly...
Chad's,FEBwxZMEpxRwVXx9Fm0XZw,2,Went to Chad's for Sunday breakfast before heading out of town. We were sat outside in the sun. When we tried to move the umbrella we were told we can't do...
Pearl Social Santa Barbara,AV3XPH1iv8PKSO6mrnYgLg,5,"We went to Pearl Social on Friday night for their Miracle pop up. I've been to a few Miracles at different bars across the country, and I have to say the..."
Pearl Social Santa Barbara,AV3XPH1iv8PKSO6mrnYgLg,2,Pearl Social is a go-to for evening and weekend fun drinks and atmosphere. Great vibe. And the location is key. That hasn't changed with their current...
Pearl Social Santa Barbara,AV3XPH1iv8PKSO6mrnYgLg,3,"5 STARS FOR THE VIBE, 3 STARS FOR THE SERVICE AND DRINKS

this bar is totally disco-vibes fun. they had a live DJ on Friday night. you can dance or choose..."
Mesa Verde,GuzbBFraIq-fbkjfvaTRvg,5,"I was running behind schedule to the airport and unsure whether this detour was worthwhile. But after someone had recommended the jackfruit tacos, I..."
Mesa Verde,GuzbBFraIq-fbkjfvaTRvg,4,"Popped up here for dinner after a bit of wine tasting because the wife wanted to eat healthy.  The food was great.  As an omnivore, I didn't miss the meat..."
Mesa Verde,GuzbBFraIq-fbkjfvaTRvg,3,"Food was definitely good, but a little pricey. 3 stars is because of their mandatory 20% gratuity policy. Our waiter I think forgot about us numerous times...."
Eureka!,NIQWO-Q_F598XlAvZnFVCA,5,Stopped by Eureka! for a late night burger. I went with the Fresno Fig and it was perfectly cooked and the jam was an amazing compliment to the burger. The...
Eureka!,NIQWO-Q_F598XlAvZnFVCA,3,"This is a review solely based on the kindness and appreciation for a server named Diana. Although the initial bit of our experience had a few red flags, she..."
Eureka!,NIQWO-Q_F598XlAvZnFVCA,5,"It was Wifey's B Day  So we decided to stop by Eureka! To try this Beet Burger she's been raving about. I'm glad to say, she was RIGHT it was delectable ...."
The Drunken Crab,OM5beWRkxZSu1TShUC3EDw,5,"The food was AMAZING, came to visit from out of town and it hit the spot. 
Mia was da bomb!"
The Drunken Crab,OM5beWRkxZSu1TShUC3EDw,5,"Love the shrimp  in the bag here, it's really tasty! Mia was our server, she was very attentive, and provided great service!"
The Drunken Crab,OM5beWRkxZSu1TShUC3EDw,5,"Fresh seafood. Way better than the Drunken Crab in NoHo. 

Very nice and knowldegable servers. We moved tables 2 times because of our dogs and elderly in..."
Aegean Neotaverna,Yl1aabX6Qkm6FOXLKDPRnA,5,Where do I even start?! AEGEAN IS THE FUTURE OF CULINARY EXPERIENCE. Chef Efe (originally from Turkey) invites you to dine at his authentic Mediterranean...
Aegean Neotaverna,Yl1aabX6Qkm6FOXLKDPRnA,5,"As a native Chicagoan, one requirement is you have to love Greek food. After all, Chicago has the third largest population of Greeks out of all the cities..."
Aegean Neotaverna,Yl1aabX6Qkm6FOXLKDPRnA,5,We enjoyed their food at a pop up. The pita and hummus was delicious as were their other offerings. We'd definitely order from them again.
State & Fig,r926yelr_EJAKQCjdD6AWA,5,"Food was on point and loved the bottomless mimosas... servers refill them at the table, nice touch!  Service was prompt and friendly too!"
State & Fig,r926yelr_EJAKQCjdD6AWA,5,"Good service and great food. Lovely place to relax while on State Street. We had salads, mine with salmon. Very reasonable prices and it was delicious. Very..."
State & Fig,r926yelr_EJAKQCjdD6AWA,5,My made a quick stop here for lunch on our way through town. Note they currently have limited menu and hours due to staffing but worth the stop if you can...
Gala,iQ5IhBL527JfHqsbqhLQ6w,5,"There are so many incredible things to be said about this restaurant. From the impeccable service to the delectable cuisine and the enchanting atmosphere,..."
Gala,iQ5IhBL527JfHqsbqhLQ6w,5,"There are certain things that make me happy when I go out. Good times, good vibes, good food and no heroics.  That's exactly what Gala has brought to the..."
Gala,iQ5IhBL527JfHqsbqhLQ6w,5,"How lucky are we to have Chef Jaimie in SBA!

Ambience  is great.   Food fabulous.   Service very good.  

Generous portion on olives and so good.  They use..."
Shang Hai,r8tU21scBflMxWiBESPtRQ,5,"If you are a more adventurous palate and ask for the authentic dishes, you will not be disappointed. I was a good writer for years and this is my favorite..."
Shang Hai,r8tU21scBflMxWiBESPtRQ,5,"Shang Hai is the perfect hole in the wall Chinese restaurant that gives old school vibes, stellar service, and tasty food.

Tucked away in SB in a busy but..."
Shang Hai,r8tU21scBflMxWiBESPtRQ,4,The food here is not salty at all. We ordered the Shrimp Chopsuey and Sweet & Sour Chicken. Very satisfying. Service is good too. The server and the bus...
Satellite,IZZ7J14VnJGyUqYH1tgT6w,5,"satellite never misses!! went there to celebrate my girlfriend and i's 5 year anniversary and we were so pleasantly surprised! we got the mac and cheese,..."
Satellite,IZZ7J14VnJGyUqYH1tgT6w,4,"The satellite had a good variety of vegetarian and cheese friendly menu items that included tacos, grilled cheese, and even macaroni and cheese.

We did sit..."
Satellite,IZZ7J14VnJGyUqYH1tgT6w,5,"After my daughter and I finished the iMadonnari at the mission, we we were looking for a sit down place to relax and enjoy our dinner.

The gentleman who..."
La Paloma Cafe,4FdsX3MbkcdBRAr1aymF6A,5,"The food, service, and ambiance, was amazing and specifically DJ and Olivia made our celebration so special"
La Paloma Cafe,4FdsX3MbkcdBRAr1aymF6A,5,"First of  all the place is really clean , nice and  nice ambiance . 
Our server and all of them are very  nice and  vey welcoming and warm 
the food is..."
La Paloma Cafe,4FdsX3MbkcdBRAr1aymF6A,4,Super cute outdoor and indoor seating. Friendly staff. Simple but flavorful menu. I ordered their famous tri tip plate but it wasn't the greatest. It needed...
Taza Mediterranean Street Kitchen,FXz2sn8yoRzUr9mCs2IinA,5,"The Gyro Wrap is unparalleled. Rarely do I find myself craving a certain dish, but I often think about Gyro from Taza when I am hungry. I enjoy every bite..."
Taza Mediterranean Street Kitchen,FXz2sn8yoRzUr9mCs2IinA,3,"My friends and I had been wanting to check this place out for a while, but unfortunately it was somewhat of a mixed bag. Here's the rundown:

THE GOOD: The..."
Taza Mediterranean Street Kitchen,FXz2sn8yoRzUr9mCs2IinA,3,"I got the chicken shawarma plate, which was decent. My biggest complaint was that the chicken was pretty dry. The rice was flavorful and well cooked, pita..."
Santa Barbara Harbor & Seafood Festival,2GiqDUNiTt5__ixRbzbqFw,5,The best fresh Uni I've had. If you want to experience the full life of this market you have to go really early. Like 6 am.
Santa Barbara Harbor & Seafood Festival,2GiqDUNiTt5__ixRbzbqFw,4,"Everything about the festival is great, except for how disorganized the cook station for cooking the live lobster and crab. They take your live crab and..."
Santa Barbara Harbor & Seafood Festival,2GiqDUNiTt5__ixRbzbqFw,4,"Came here for their freshly shucked uni, which they do immediately before serving. Super fun activity, and uni itself was decent (though not amazing)"
Stella Mare's,TzNk1TcWLZn0JCpO83hBAA,5,Stella Mare's has done it again in making sure we all have a truly delicious Thanksgiving experience. And seating inside their atrium dining space was truly...
Stella Mare's,TzNk1TcWLZn0JCpO83hBAA,5,"Stella Mare's continues to be a 5 star worthy restaurant in my book. Their service is excellent, the food is incredible, the prices are very reasonable for..."
Stella Mare's,TzNk1TcWLZn0JCpO83hBAA,5,"We originally made a  reservation for Sunday but schedule changed, so I gave them a call and the receptionist was very polite and helped changing our..."
Santa Barbara FisHouse,E7RtIisUoRMcADSebBgNAA,5,"This place never disappoints! Surprisingly , there's never a wait. 
The service & ambiance: Great! 
Yesterday, I ordered the lobster. 
It wasn't the best..."
Santa Barbara FisHouse,E7RtIisUoRMcADSebBgNAA,3,"I ordered blackened halibut and was served an unseasoned, rubbery piece of fish. I questioned the server about the 'blackened' status and was told it was..."
Santa Barbara FisHouse,E7RtIisUoRMcADSebBgNAA,3,Heads up small print on menu auto 18% gratuity added to bill to parties 5 or more. I usually see it at 6 or more. They were not busy about 20% patrons and...
East Beach Tacos,tf6S06LD09IFDHUpOPqPaw,5,"$11 for 3 tacos - that's a steal in Santa Barbara. I had the grilled shrimp, banh mi, and carnitas and they were delicious. I was particularly impressed..."
East Beach Tacos,tf6S06LD09IFDHUpOPqPaw,5,"If you're making a trip to SB, you have to make a quick stop for some seafood tacos! I usually get the Triple Play with Ahi Poke, Spicy Crispy Shrimp, and..."
East Beach Tacos,tf6S06LD09IFDHUpOPqPaw,4,"I would love to give this 5 stars because I literally crave the tacos here sometimes, but there are a few things that I feel could be better.
Definitely a..."
Holdren's Steaks & Seafood,cAbdvzqtFLaAAMFIyPf2AA,5,"Camille is such a sweet, lovely and knowledgeable server. Plus the food & ambience was terrific. I highly recommend."
Holdren's Steaks & Seafood,cAbdvzqtFLaAAMFIyPf2AA,1,"Please please do not waste your time coming here.

We ordered bruschetta, the smoked artichoke, New York prime, and a side of garlic Parmesan brussel..."
Holdren's Steaks & Seafood,cAbdvzqtFLaAAMFIyPf2AA,2,"Food is very mediocre. 
The bruschetta had added sugar in there. 
Bloody Mary was watered down and missing taste. 
Food super generic. 
I would not..."
LOCAL Montecito,ok-mNrMW15l0RIQ4ZvslpA,5,"Was in town for work and came here for dinner with a few of the girls from work. Funnily enough, we all ordered burgers and they were amazing! We enjoyed..."
LOCAL Montecito,ok-mNrMW15l0RIQ4ZvslpA,5,"The food was good. We went because we were told they had gluten-free options, and they did and they were tasty. The staff was well informed, and worked with..."
LOCAL Montecito,ok-mNrMW15l0RIQ4ZvslpA,5,"We had a fantastic lunch on a beautiful sunny day at Local. There are a lot of delicious options on the menu, and everyone in our group enjoyed their food...."
Sama Sama Kitchen,LuPK46HMxRYEVTXVbBCR1g,5,"We came in with a reservation on Saturday evening around 9 PM. It wasn't really busy because it was relatively late. On the ambiance, nothing stood out...."
Sama Sama Kitchen,LuPK46HMxRYEVTXVbBCR1g,5,We dropped in on a Thursday evening without any reservations and was informed that we could have a table for an hour on the back patio.  The patio  was very...
Sama Sama Kitchen,LuPK46HMxRYEVTXVbBCR1g,5,"On one of my 2-hour one way train rides for food, I visited downtown Santa Barbara for both breakfast and lunch.  The former stop has been posted on this..."
Jane,iBBV8vesQ8fo2IQA7an1JA,5,Jane restaurant hosted our wedding rehearsal dinner for 19 people this past weekend. They offered a reasonably priced prix fixe menu with three courses. The...
Jane,iBBV8vesQ8fo2IQA7an1JA,5,"I've never been much of a fan of filet mignon and my co-worker had been urging me to try the dish here at Jane; so on this special day I did.

The ambience..."
Jane,iBBV8vesQ8fo2IQA7an1JA,4,I reserved Jane for an intimate wedding reception on a Friday evening in January 2023. They have a special events booking that requires a $150+tax...
The Cruisery,ycbmvmBYk4w_ZmdrPL0tBQ,5,Was walking by and got a treat for my dog and after meeting a lovely bully named tank I decided to stop in. I had the steak and potatoes and it was perfect....
The Cruisery,ycbmvmBYk4w_ZmdrPL0tBQ,5,"Looking for a place with good drinks AND dog friendly?  The Cruisery is the perfect place.  They even go the extra mile with a ""water-flight"" for furry..."
The Cruisery,ycbmvmBYk4w_ZmdrPL0tBQ,4,"First time having a drink with an oregano joint!!! They get extra points for that. 

Chelsea took great care of us. There's a lot of history in this..."
Dang Burger,OqZFZcjKqYwVSGEYb5GhNQ,5,Amazing burgers and fries are so crispy. Fast service and chill ambiance. Happy I have another burger spot in Carp.
Dang Burger,OqZFZcjKqYwVSGEYb5GhNQ,4,A well known pop up smash burger group finally has a permanent home; and what a great choice they made. They have joined Sunburst Wine Bar inside their...
Dang Burger,OqZFZcjKqYwVSGEYb5GhNQ,4,First and foremost the biggest problem. Parking essentially there is none you gotta find parking on the streets or elsewhere close by cuz it will be...
Coast & Olive,S4ujTsHtCOsHKrKkcjY30Q,5,This restaurant caught my attention as I was driving down the street.  The exterior was lovely and inviting.  We had breakfast and lunch as a result of our...
Coast & Olive,S4ujTsHtCOsHKrKkcjY30Q,2,(Overall: 68% | D) - I am genuinely confused how the food at this establishment which is part of the luxurious Montecito Inn could possibly be this bad --...
Coast & Olive,S4ujTsHtCOsHKrKkcjY30Q,5,"First time here. Happy hour. The bartender was everything a server should be in a fine dining establishment. In fact, the whole
Staff was friendly and..."
Santa Barbara Fish Market and Restaurant - Goleta,Fz-BIAOoPIzfUj2NdFPEqA,5,"I like to start by saying thank you for opening a 
Goleta Location. the staff are all welcoming and friendly always so attentive and courteous. I have gone..."
Santa Barbara Fish Market and Restaurant - Goleta,Fz-BIAOoPIzfUj2NdFPEqA,5,"Shrimp tacos are amazing.
Great customer service.
All the employees are super friendly & helpful"
Santa Barbara Fish Market and Restaurant - Goleta,Fz-BIAOoPIzfUj2NdFPEqA,5,"We had walked by SBFM&R on a couple sunny Goleta Days, and it was quite the hot spot. Not a seat inside or outside, and it was nice to see and feel the..."
Milk & Honey Tapas,E_ac8Q20OJD9L8cafCBKaQ,5,Wow! We came here for a couples date night and it was 8 of us! 1 of the couples were first timers and absolutely loved the food! Our other friends have come...
Milk & Honey Tapas,E_ac8Q20OJD9L8cafCBKaQ,1,"Pretty bad, patatas bravas were just potatoes with hot sauce, borderline inedible, and the corn and tacos were drenched in mayo. The sangria was just red..."
Milk & Honey Tapas,E_ac8Q20OJD9L8cafCBKaQ,5,"Had a great dinner here with impeccable service, incredible cocktails and fabulous food. The lamborgini burger sliders were amazing. So flavorful. Also the..."
Djinn,HqIp7AOLtOMl1oobvNwgOg,5,"Absolutely love the cocktails here. One of then best things about this property is how each bar has a curated cocktail menu. 

This environment is so..."
Djinn,HqIp7AOLtOMl1oobvNwgOg,4,"Lovely cocktails, friendly staff at this lobby bar. The Empress was light and nicely balanced. Seats at the bar are fine, but expect to see hotel guests and..."
Djinn,HqIp7AOLtOMl1oobvNwgOg,5,"Such a cute and cozy bar inside the Californian Hotel. Great decor and seating. The staff was friendly and knowledgeable. 
Ordered a Empress which had great..."
Meet Up Chinese Cuisine,RiOcLw__HPf_rTOTpYKnHQ,5,"Came here with 6 starving guys. And Meet Up Chinese Cuisine delivered. What a delicious and satisfying meal. 

I love how extensive the menu is. Amazing..."
Meet Up Chinese Cuisine,RiOcLw__HPf_rTOTpYKnHQ,4,"We decided to try this place after reading the reviews and we really enjoyed it!
It was fun seeing the lady robot delivering food and 
Winter, our server..."
Meet Up Chinese Cuisine,RiOcLw__HPf_rTOTpYKnHQ,4,"Nice hidden gem! First time to have lunch here with hubby today. We had hot & sour soup, sauteed string beans, spicy fried fish fillet, and shrimp fried..."
Mizza,XyYsl2OyoMi6OMvzsdcVoQ,5,"After I heard the owners of Pizza Mizza were opening a new more elevated restaurant I knew I had to give it a try.
Sabrina and Jo were amazing! Actually the..."
Mizza,XyYsl2OyoMi6OMvzsdcVoQ,3,"Oh, Mizza. Where do I even begin? My recent visit to your restaurant left me with mixed feelings and quite a few grievances. Let's start with the risotto,..."
Mizza,XyYsl2OyoMi6OMvzsdcVoQ,4,"We reserved a table for a girls' night, and we were seated at a nice outdoor table with a tabletop fire pit. They had live music that added to the vibrant..."
Mony's Mexican Food,m4kvY0viCwxqRtgOycnKVQ,5,"I always talk about how these are the BEST tacos ever! 
They do not disappoint. Add some of their guac sauce, and it's to die for. Yes, I actually took..."
Mony's Mexican Food,m4kvY0viCwxqRtgOycnKVQ,4,"The menu offerings and flavors at Mony's were unexpected yet delightful! It's not a traditional taco shop, they have a defined menu with unique..."
Mony's Mexican Food,m4kvY0viCwxqRtgOycnKVQ,3,This was my first time to West Coast and was really excited about getting really good tacos in California. I asked some locals and Mony's came highly...
Santa Barbara Craft Ramen,COSC9JC0Vjr89CaTZuPkUA,5,Service was absolutely amazing. They checked on us every five minutes sometimes even less than five minutes. The staff was absolutely impeccable. Just...
Santa Barbara Craft Ramen,COSC9JC0Vjr89CaTZuPkUA,5,"There are two ways to judge good ramen (if you're a carnivore like me)

First, the broth. I always go with Tonkatsu when I pick a ramen spot, because it..."
Santa Barbara Craft Ramen,COSC9JC0Vjr89CaTZuPkUA,4,"My toddler loves noodles esp ramen noodles. We had a rough day traveling so we knew it would be a win to eat ramen for dinner. 

We sat outside on a..."
Luckys Steakhouse,eX7o_-s5TmDT-DMfTV4cmw,4,"Went for my birthday dinner. The burger here is amazing, most gourmet burger you can imagine. Salad was ok, for $19 salad with no meat, I'd expect a little..."
Luckys Steakhouse,eX7o_-s5TmDT-DMfTV4cmw,2,We came here to celebrate our first anniversary and it was a total disappointment regarding the service. We had an early reservation and we were seated...
Luckys Steakhouse,eX7o_-s5TmDT-DMfTV4cmw,5,"My doctor said ""red meat every two weeks, cut back on carbs, cut back on alcohol"". Guess what? It worked. I'm BMI ""normal"". But it makes me anxious when I'm..."
Yellow Belly,q-1ICFSqs2MwDGfe5tX-SQ,5,Great times and great vibes whenever visiting Yellow Belly. Great beers on tap as well canned or bottled varieties! I love their backyard patio area on a...
Yellow Belly,q-1ICFSqs2MwDGfe5tX-SQ,5,"Traffic mitigation strategies.   What are some of yours?  One of mine is just temporarily surrendering, pulling off the stinking freeway , and finding..."
Yellow Belly,q-1ICFSqs2MwDGfe5tX-SQ,3,Went here for SBIndy Burger week only to find out they won't take any customizations on their featured burger :-( All I wanted was no bun and the featured...
Kimchi Korean BBQ,SsHMgOW3TT48Z7jeV5beqQ,5,Great quality food and good music that makes you want to eat more! The people were so nice and the service was quick. Great use of contactless ordering too.
Kimchi Korean BBQ,SsHMgOW3TT48Z7jeV5beqQ,5,It was our first time there on a friday night the placed looked super cool with some colorful lights and nice music the people vibing & eating all happy...
Kimchi Korean BBQ,SsHMgOW3TT48Z7jeV5beqQ,2,We ate at Kimchi Korean BBQ on State Street for the first time in late November with three others. I think the food was good although the grill was finicky...
Terra,3s0n2KPdnXPNFSc6eVEdbA,5,"Great service and nice environment.

We tried the salmon lox pastrami for breakfast and it looks great and tasted fresh."
Terra,3s0n2KPdnXPNFSc6eVEdbA,3,My friend and I were staying at The Steward and after driving and exploring all day we were feeling super lazy to go out for dinner so decided to eat at...
Terra,3s0n2KPdnXPNFSc6eVEdbA,2,"I really wanted to like this new Goleta restaurant, as a local, but unfortunately the reviews that say their service (and ambiance) is bad is an..."
Pickles & Swiss,fVUurZgbWXzp2QzDzJzmpA,5,We ordered sandwiches and salad from our office to celebrate birthday. it was the best choice. Salads( Cobb and spicy chop and toss) were so delicious and...
Pickles & Swiss,fVUurZgbWXzp2QzDzJzmpA,5,"We always hit a Pickles & Swiss location when we visit Santa Barbara.  They have a few locations and they all rock!

This location is tucked away in the..."
Pickles & Swiss,fVUurZgbWXzp2QzDzJzmpA,1,"The guy at the counter was nice and the water provided was cold. 

Gluten free option - non existent. They offered my sandwich on a bed of lettuce but came..."
Lucky Penny,DOfiulOub9hVPBCtiDl9Fw,5,"Lucky Penny is located in the Funk zone ..
it is super close to the hotel we stay at (The waterman)
We found it on our 1st visit but had already eaten that..."
Lucky Penny,DOfiulOub9hVPBCtiDl9Fw,2,"This place says wood fired pizza, but ours was more like ""wood burned pizza"". We ordered the Californian, and what we got was a pizza that looked like it..."
Lucky Penny,DOfiulOub9hVPBCtiDl9Fw,4,"This spot came highly recommended so we decided to give it a go. 
Above average pizza with outdoor seating in a nice setting? Yes please. 

The pizza was..."
Benchmark Eatery,-TjT3y-Glfnbt6LbKETAYg,4,"I have heard the local tales of Benchmark Eatery, and I finally had the opportunity to partake in their fare myself. A friend and I were craving a stout..."
Benchmark Eatery,-TjT3y-Glfnbt6LbKETAYg,4,"Loved the patio area! Family friendly, wheelchair accessible. 
Food prices were reasonable. We got a burger, Brussels sprouts, and a cup of clam chowder...."
Benchmark Eatery,-TjT3y-Glfnbt6LbKETAYg,5,"State Street is saved by this place.
Big menu, great food, quick service .
Clean, spacious, outdoor seating.
Fried Chicken? Awesome
Flatbread? Great
Kid..."
Moby Dick Restaurant,MJI-bNIn3QDgiGggm9Wp1w,5,I love this place!!!! My kids and I drive 3 hours round trip from LA just to have their bread bowl clam chowder! Debbie in front always takes care of us and...
Moby Dick Restaurant,MJI-bNIn3QDgiGggm9Wp1w,2,":( 

For the location I'm surprised how plain and bland the food was. Can't go wrong with drinks right? But this place can. 

Bf and I were pre gaming..."
Moby Dick Restaurant,MJI-bNIn3QDgiGggm9Wp1w,3,A nice restaurant on the pier. We had a nice lunch and were seated without any wait time. It was a gorgeous day and wish we could've sat in the patio but it...
Revolver,oJwMmSZKJOnMboZ_z67MZw,5,Really tasty sauce ! That was my main Takeaway. It Seems like they make everything from scratch including the ranch dressing. I got two margarita pizzas one...
Revolver,oJwMmSZKJOnMboZ_z67MZw,4,"Finally had a chance to try Revolver. Wasn't very busy so didn't wait long for our pizza. 
Was really tasty and delicious. Added  Ricotta cuz it is my fav...."
Revolver,oJwMmSZKJOnMboZ_z67MZw,1,"I tried to call for a pizza. Young woman answered the phone asked me to hold and put the phone down. 15
Minutes later having heard ALL the kitchen chatter...."
Your Place Thai Restaurant,O2lFAWD2WXXx5EKkzPutWQ,5,Our go-to restaurant when we stop by the Santa Barbara area. No wait when we came noon on Sunday. Staff here are friendly and patient. They are...
Your Place Thai Restaurant,O2lFAWD2WXXx5EKkzPutWQ,1,"Used to come here when it was outstanding - the hands down, best Thai food in town. 

Unfortunately, like my college days, those days are history. I would..."
Your Place Thai Restaurant,O2lFAWD2WXXx5EKkzPutWQ,3,"We ordered the pad sew yew noodles with shrimp, fried chicken and chicken satay to go.

The shrimp didn't appear fresh and it was dry. Also, the fried..."
Soul Bites,qDsxLwXU_ggw24Q2zqf3gg,5,"This is my new favorite place. 
First, the staff behind the bar are adorable and super sweet. I love talking to them because they actually smile and laugh!..."
Soul Bites,qDsxLwXU_ggw24Q2zqf3gg,4,"Savory, soulful Southern specialties! 

You'll find them on the 400 block of State Street, next to Zen Yai Thai Cuisine. There's street parking, public..."
Soul Bites,qDsxLwXU_ggw24Q2zqf3gg,4,"SERVICE: We arrived right as they were opening so everything wasn't completely set up.  All good, no judgement.  Our server was super cool, forget his name...."
On The Alley,y4x_wAQvUxvTR8iV-JP4Jg,5,"We took a day trip to Santa Barbara and wanted some fish for dinner. We found On the Alley and are so happy we did.

It is a little place and you can eat..."
On The Alley,y4x_wAQvUxvTR8iV-JP4Jg,4,"I visited On the Alley with my friends while exploring the Santa Barbara pier. I tried Brophy's Clam Chowder. I'm not usually one to go for clam chowder,..."
On The Alley,y4x_wAQvUxvTR8iV-JP4Jg,1,"I had a terrible experience at this restaurant and if I could give it zero stars, I would. My husband and I were on a Roadtrip from Orange County after hard..."
La Super-Rica Taqueria,6RBZfirnzE4NahJTn1UPNA,5,"Delicious Mexican food, good flavor and the best tortillas it worth the wait un line try it"
